stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
other,"I've actually tried to kill myself 2-3 times,  but I'm too much of a coward to do it. I'm simply too scared of dying. ...so I guess I have no choice but to suffer. I'm pretty much too stupid and insane to kill myself. Sorry.","I've actually tried to kill myself 2-3 times,  but I'm too much of a coward to do it. I'm simply too scared of dying. ...so I guess I have no choice but to suffer. I'm pretty much too stupid and insane to kill myself. Sorry.",unrelated,gab_forum,unrelated,negative,negative
other,"I've not seen GotG2 yet, I want to see Venom in particular, along with Deadpool 2.","I've not seen GotG2 yet, I want to see Venom in particular, along with Deadpool 2.",unrelated,gab_forum,unrelated,neutral,neutral
other,A lot of things will be happening this month Oct. 2018. You should get enough supplies to last about a month. Replace fiat (paper money) with gold/silver and crypto. Protect your families and retain your wealth.  I did forget to mention... you may want to buy some lead too. ;),A lot of things will be happening this month Oct. 2018. You should get enough supplies to last about a month. Replace fiat (paper money) with gold/silver and crypto. Protect your families and retain your wealth.  I did forget to mention... you may want to buy some lead too. ;),unrelated,gab_forum,unrelated,positive,neutral
other,you have the most intresting responces.   now was muhammad a pedophile for fucking his 9 year old wife?,you have the most intresting responces.   now was muhammad a pedophile for fucking his 9 year old wife?,unrelated,gab_forum,unrelated,neutral,negative
other,"ROTFLMFAO!!! The #CudCrew are the Last place anyone looking for Honesty, Integrity, Truth, or ANY type of ethical commentary. If you're looking for Comedy for the learning disabled you watch The View. 😉😊","ROTFLMFAO!!! The #CudCrew are the Last place anyone looking for Honesty, Integrity, Truth, or ANY type of ethical commentary. If you're looking for Comedy for the learning disabled you watch The View. 😉😊",unrelated,gab_forum,unrelated,negative,other
other,Burqa Beer!!! The Craziest Real-Life Story You Never Heard! ,Burqa Beer!!! The Craziest Real-Life Story You Never Heard! ,unrelated,gab_forum,unrelated,negative,negative
other,New Motovlog Up: What to Expect When Starting a MotovlogFlynn's Take ep. 2018/10 ,New Motovlog Up: What to Expect When Starting a MotovlogFlynn's Take ep. 2018/10 ,unrelated,gab_forum,unrelated,neutral,neutral
other,"Facebook was created the same day Pentagon killed Lifelog. Hence, Pentagon created it, gave it to Zuck and made him the face of it under a new name. --->Facebook. #AprilShowers #GrabSomePopcorn","Facebook was created the same day Pentagon killed Lifelog. Hence, Pentagon created it, gave it to Zuck and made him the face of it under a new name. --->Facebook. #AprilShowers #GrabSomePopcorn",unrelated,gab_forum,unrelated,neutral,neutral
other,Someone with a Twatter account should post this on Home Depots account page,Someone with a Twatter account should post this on Home Depots account page,unrelated,gab_forum,unrelated,neutral,neutral
other,Are they waking up? ,Are they waking up? ,unrelated,gab_forum,unrelated,neutral,neutral
politics,I can't imagine the privacy President Trump has given up and the loss of his freedom. We better not let this country down this Nov. They will imprison Trump and his family the first chance they get. Impeachment will be nothing.,I can't imagine the privacy President Trump has given up and the loss of his freedom. We better not let this country down this Nov. They will imprison Trump and his family the first chance they get. Impeachment will be nothing.,unrelated,gab_forum,unrelated,negative,negative
race_ethnicity,"When are we going to fight back?   Georgetown professor (((Christine Fair))): ""entitled white men...deserve miserable deaths while feminists laugh as they take their last gasps. Bonus: we castrate their corpses and feed them to swine""  ","When are we going to fight back?   Georgetown professor (((Christine Fair))): ""entitled white men...deserve miserable deaths while feminists laugh as they take their last gasps. Bonus: we castrate their corpses and feed them to swine""  ",stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,Controlled opposition.,Controlled opposition.,unrelated,gab_forum,unrelated,neutral,negative
other,    dam Justin and his ISIS BS.,    dam Justin and his ISIS BS.,unrelated,gab_forum,unrelated,negative,neutral
other,Its time to launch a proper crusade and reconquest Constantinople and Byzantine.,Its time to launch a proper crusade and reconquest Constantinople and Byzantine.,unrelated,gab_forum,unrelated,neutral,negative
other,"HS student slapped with 2 counts of battery for stealing classmate’s MAGA hat, hitting teacher Conservative News Today ","HS student slapped with 2 counts of battery for stealing classmate’s MAGA hat, hitting teacher Conservative News Today ",unrelated,gab_forum,unrelated,neutral,negative
other,"See, I'm a proud WHITE man...and these (((people))) don't get it...they only double down and (((they))) have no sense of honor that would encourage them to back off just a little bit and see why (((their))) actions piss us off...but, I'm not gonna take it lying down...I double down...and I won't res","See, I'm a proud WHITE man...and these (((people))) don't get it...they only double down and (((they))) have no sense of honor that would encourage them to back off just a little bit and see why (((their))) actions piss us off...but, I'm not gonna take it lying down...I double down...and I won't res",unrelated,gab_forum,unrelated,negative,negative
other,"""They argue like liberals""--sadly, agree.","""They argue like liberals""--sadly, agree.",unrelated,gab_forum,unrelated,negative,negative
other,Surely they should be giving him an award and arresting the fuckin idiots that bought it 😂😂,Surely they should be giving him an award and arresting the fuckin idiots that bought it 😂😂,unrelated,gab_forum,unrelated,negative,negative
other,NEA Address 1928  Talk about Terrifying Shite. ,NEA Address 1928  Talk about Terrifying Shite. ,unrelated,gab_forum,unrelated,negative,negative
other,Getting that last drop of taxpayer dollar  ,Getting that last drop of taxpayer dollar  ,unrelated,gab_forum,unrelated,neutral,neutral
other,"At business meetings, who doesn't provide coffee and/or other refreshments?","At business meetings, who doesn't provide coffee and/or other refreshments?",unrelated,gab_forum,unrelated,neutral,neutral
other,"Just heard from a confidential source that Matt “all 3 holes” Heimback and Ricky “I don’t lick vagina” Vaughn have made up and are friends. In fact, they’re starting a new edgy blog together about male fitness and vitamins.  Does anyone know their whereabouts? They need to get back on Gab.  @Parrott","Just heard from a confidential source that Matt “all 3 holes” Heimback and Ricky “I don’t lick vagina” Vaughn have made up and are friends. In fact, they’re starting a new edgy blog together about male fitness and vitamins.  Does anyone know their whereabouts? They need to get back on Gab.  @Parrott",unrelated,gab_forum,unrelated,neutral,neutral
other,If you build it they will come. 🐸,If you build it they will come. 🐸,unrelated,gab_forum,unrelated,positive,neutral
other,43. Paul Joseph Watson - ,43. Paul Joseph Watson - ,unrelated,gab_forum,unrelated,neutral,neutral
other,I know how to recognize simple stupidity when I see it. Every moron who says something too dumb for words hides behind the claim that it was meant as a joke. You're the joke here. Ha ha.,I know how to recognize simple stupidity when I see it. Every moron who says something too dumb for words hides behind the claim that it was meant as a joke. You're the joke here. Ha ha.,unrelated,gab_forum,unrelated,negative,negative
other,They cannot stop. If they do they all go to prison. A line has been crossed. It is all or nothing at this point.,They cannot stop. If they do they all go to prison. A line has been crossed. It is all or nothing at this point.,unrelated,gab_forum,unrelated,negative,negative
other,"Who TF was your daddy, boy? He never taught you to pick up your chair or whatever else was handy and decimate ANY mudda-fawka who does shit like this to you?? ","Who TF was your daddy, boy? He never taught you to pick up your chair or whatever else was handy and decimate ANY mudda-fawka who does shit like this to you?? ",unrelated,gab_forum,unrelated,negative,negative
other,"they keep saying that and they still go on the air every day, just go already","they keep saying that and they still go on the air every day, just go already",unrelated,gab_forum,unrelated,negative,neutral
other,Told you.. this guy is disgusting.. just mute him. He's not worth your time. Hard to believe people like this exist!,Told you.. this guy is disgusting.. just mute him. He's not worth your time. Hard to believe people like this exist!,unrelated,gab_forum,unrelated,negative,negative
other,In that big of a hurry for civil war?,In that big of a hurry for civil war?,unrelated,gab_forum,unrelated,negative,negative
other,"To honor the quiet family man who can build everything, repair everything, is super smart and super funny, college dropout, forever patient with my mom, and the best cook, I made this portrait for his birthday.    Behold, my father 😊","To honor the quiet family man who can build everything, repair everything, is super smart and super funny, college dropout, forever patient with my mom, and the best cook, I made this portrait for his birthday.    Behold, my father 😊",unrelated,gab_forum,unrelated,positive,positive
other,The term is only racist to people who believe that only black people can act like that. Those people are the REAL racists.,The term is only racist to people who believe that only black people can act like that. Those people are the REAL racists.,unrelated,gab_forum,unrelated,negative,negative
other,What's terrifying is that they're not even hiding it anymore...repealing the second amendment etc.,What's terrifying is that they're not even hiding it anymore...repealing the second amendment etc.,unrelated,gab_forum,unrelated,negative,negative
other,I am not far right enough.,I am not far right enough.,unrelated,gab_forum,unrelated,negative,neutral
other,FBI director Andrew McCabe update -  video,FBI director Andrew McCabe update -  video,unrelated,gab_forum,unrelated,neutral,neutral
race_ethnicity,"A pleasure to look on the children of a pure race ,by the way parents are fighting to get their kids into this school,their schools grade is fine its just a Liberal Leftie arse licker ,was unhappy their were no darkies in the class to drag them down","A pleasure to look on the children of a pure race ,by the way parents are fighting to get their kids into this school,their schools grade is fine its just a Liberal Leftie arse licker ,was unhappy their were no darkies in the class to drag them down",stereotype,gab_forum,stereotype_race_ethnicity,positive,negative
other,"That's the problem, they occasionally lie and they lie where it is important to manipulate people into voting with their emotions rather than with a clear mind and reason.   If Trump's supposed lies are their words against his, and they've definitely lied before, how do you trust that it's Trump who","That's the problem, they occasionally lie and they lie where it is important to manipulate people into voting with their emotions rather than with a clear mind and reason.   If Trump's supposed lies are their words against his, and they've definitely lied before, how do you trust that it's Trump who",unrelated,gab_forum,unrelated,negative,negative
race_ethnicity,She sure likes to paint the decapitation of White women.,She sure likes to paint the decapitation of White women.,neutral,gab_forum,neutral_race_ethnicity,negative,negative
other,"Not every scandal out there is real. Some of them are enemy ops.  ""What's happening is that people who oppose #Trump are trying to lead his supporters into jabbering endlessly about transparent hoaxes."" -- Thomas Wictor  ","Not every scandal out there is real. Some of them are enemy ops.  ""What's happening is that people who oppose #Trump are trying to lead his supporters into jabbering endlessly about transparent hoaxes."" -- Thomas Wictor  ",unrelated,gab_forum,unrelated,negative,negative
other,Looks like Paul Nehlen @pnehlen‍ is down on Twitter.,Looks like Paul Nehlen @pnehlen‍ is down on Twitter.,unrelated,gab_forum,unrelated,neutral,neutral
other,Definitely caught my interest -  #Fat_burning_mesotherapy #adipo_forte_lipolytic_cocktail #burn_fat_mesotherapy #mesotherapy_localized_fat_removal #mesotherapy_fat_burning_cocktail,Definitely caught my interest -  #Fat_burning_mesotherapy #adipo_forte_lipolytic_cocktail #burn_fat_mesotherapy #mesotherapy_localized_fat_removal #mesotherapy_fat_burning_cocktail,unrelated,gab_forum,unrelated,positive,neutral
other,Roll in that box....park it right there....and let her just tip over into it. No need for emergency 1st responders.,Roll in that box....park it right there....and let her just tip over into it. No need for emergency 1st responders.,unrelated,gab_forum,unrelated,negative,neutral
other,#GabMotorcyclists #motorcycle  Show results from Winnsboro SC last weekend  ,#GabMotorcyclists #motorcycle  Show results from Winnsboro SC last weekend  ,unrelated,gab_forum,unrelated,neutral,neutral
other,Good Morning #PATRIOTS 🇺🇸🇺🇸🇺🇸  WE ARE #WINNING! 🤜🇺🇸🤛😎😎,Good Morning #PATRIOTS 🇺🇸🇺🇸🇺🇸  WE ARE #WINNING! 🤜🇺🇸🤛😎😎,unrelated,gab_forum,unrelated,positive,neutral
other,OYYY to the VEYYY 😩😭😰😱 ,OYYY to the VEYYY 😩😭😰😱 ,unrelated,gab_forum,unrelated,negative,neutral
other,@PandaHaiku where have I met you?,@PandaHaiku where have I met you?,unrelated,gab_forum,unrelated,neutral,neutral
gender,Tranvesties are just as fucked up as pedos. Both should be banned from all western societies.   ,Tranvesties are just as fucked up as pedos. Both should be banned from all western societies.   ,stereotype,gab_forum,stereotype_gender,negative,negative
other,I hope you are right about many.,I hope you are right about many.,unrelated,gab_forum,unrelated,positive,positive
other,"unfortunately, this is going to be good for soy. soyboys rejoice! ","unfortunately, this is going to be good for soy. soyboys rejoice! ",unrelated,gab_forum,unrelated,positive,other
other,Like the way you think.,Like the way you think.,unrelated,gab_forum,unrelated,neutral,neutral
other,White male's build this world yet are the recipient of the modern day left wing hatred and just trying to survive in a post male menstruating world.. Hard times bring strong male's.. strong male's bring good times.. good times = weak males ,White male's build this world yet are the recipient of the modern day left wing hatred and just trying to survive in a post male menstruating world.. Hard times bring strong male's.. strong male's bring good times.. good times = weak males ,unrelated,gab_forum,unrelated,negative,negative
other,"You're a fucking retard babbling incoherently. You haven't made a single point yet, much less one worth opposing.","You're a fucking retard babbling incoherently. You haven't made a single point yet, much less one worth opposing.",unrelated,gab_forum,unrelated,negative,negative
gender,Do you honestly think I can be fooled with some pussy? Do you honestly think that? Dumb bitch. Even if I thought with my dick I would still have an extremely high IQ. Whore.,Do you honestly think I can be fooled with some pussy? Do you honestly think that? Dumb bitch. Even if I thought with my dick I would still have an extremely high IQ. Whore.,stereotype,gab_forum,stereotype_gender,negative,negative
other,This is the solution  ,This is the solution  ,unrelated,gab_forum,unrelated,neutral,neutral
other,I stand with due process and presumption of innocence ...FFFFuck your dammed needs ,I stand with due process and presumption of innocence ...FFFFuck your dammed needs ,unrelated,gab_forum,unrelated,negative,negative
other,"  Great Documentary just a heads up, there are a few jabs at Trump that I'm not too keen about but there is a great amount of truth here if you can brush that off.","  Great Documentary just a heads up, there are a few jabs at Trump that I'm not too keen about but there is a great amount of truth here if you can brush that off.",unrelated,gab_forum,unrelated,positive,other
other,AND E.T. did not want to take over..,AND E.T. did not want to take over..,unrelated,gab_forum,unrelated,negative,neutral
other,Around 145 years ago the Book of Enoch was removed from the bible. Other books as well. The Catholic Church decided to remove and pick and choose what went in the bible and what was left out.  The dead sea scrolls found and after being deciphered enlightened a lot of people. Most don't know anything,Around 145 years ago the Book of Enoch was removed from the bible. Other books as well. The Catholic Church decided to remove and pick and choose what went in the bible and what was left out.  The dead sea scrolls found and after being deciphered enlightened a lot of people. Most don't know anything,unrelated,gab_forum,unrelated,neutral,negative
other,We haven't had a World War in the 21-st century. We should have one by 2050,We haven't had a World War in the 21-st century. We should have one by 2050,unrelated,gab_forum,unrelated,neutral,neutral
other,#BTC #Doug ,#BTC #Doug ,unrelated,gab_forum,unrelated,neutral,neutral
other,Does pedo bashing require a baseball bat?,Does pedo bashing require a baseball bat?,unrelated,gab_forum,unrelated,negative,negative
other,Those dead eyes say it all,Those dead eyes say it all,unrelated,gab_forum,unrelated,negative,neutral
other, Thanks for visiting my LifeWave Review! Possibilities are you were approached by somebody on social , Thanks for visiting my LifeWave Review! Possibilities are you were approached by somebody on social ,unrelated,gab_forum,unrelated,positive,neutral
other,"I think if you like paying more for things, you will really like tariffs.","I think if you like paying more for things, you will really like tariffs.",unrelated,gab_forum,unrelated,neutral,neutral
other,"Umm, why do you dress up your animals?  Kind of uncomfortable - unless u was 12 I guess...","Umm, why do you dress up your animals?  Kind of uncomfortable - unless u was 12 I guess...",unrelated,gab_forum,unrelated,negative,neutral
other,PomoNews: INFO WAR: DEATH BY A 100 DEMAGOGUES? BRACING FOR TOMORROW'S COORDINATED MEDIA ATTACK ON PRESIDENT TRUMP  #EnemyofthePeople,PomoNews: INFO WAR: DEATH BY A 100 DEMAGOGUES? BRACING FOR TOMORROW'S COORDINATED MEDIA ATTACK ON PRESIDENT TRUMP  #EnemyofthePeople,unrelated,gab_forum,unrelated,negative,negative
other,There's a reason we call it Cuck Island  ,There's a reason we call it Cuck Island  ,unrelated,gab_forum,unrelated,neutral,neutral
other,"Good point about the green, I hadn’t realised they were using colours typically associated with the communities.  Makes more sense now, ta!","Good point about the green, I hadn’t realised they were using colours typically associated with the communities.  Makes more sense now, ta!",unrelated,gab_forum,unrelated,positive,neutral
other,Imagine how many famous people may not have existed if abortions had always been so available.  The same applies for infamous.  There could be No Hillary Clinton or No Mother Theresa.  Makes you think does it not.,Imagine how many famous people may not have existed if abortions had always been so available.  The same applies for infamous.  There could be No Hillary Clinton or No Mother Theresa.  Makes you think does it not.,unrelated,gab_forum,unrelated,negative,negative
other,"This is where I shamelessly post a referral link now that I am hooked.  If your not buying any alt coins, I recommend starting here   ","This is where I shamelessly post a referral link now that I am hooked.  If your not buying any alt coins, I recommend starting here   ",unrelated,gab_forum,unrelated,positive,negative
other,"Imagine AT&T with monopoly on the copper Someone complained you were rude to them when they called to sell you, so AT&T bans you from using the telephone This is what twitter is like - twitter is the platform now - wire used to be the platform, but since switching, and data, the platform are now app","Imagine AT&T with monopoly on the copper Someone complained you were rude to them when they called to sell you, so AT&T bans you from using the telephone This is what twitter is like - twitter is the platform now - wire used to be the platform, but since switching, and data, the platform are now app",unrelated,gab_forum,unrelated,negative,negative
other,Not the meme we asked for but its the meme we need,Not the meme we asked for but its the meme we need,unrelated,gab_forum,unrelated,neutral,neutral
other,Thanks for your support! I appreciate your kind words!,Thanks for your support! I appreciate your kind words!,unrelated,gab_forum,unrelated,positive,positive
other,"Strzok: “I bought all the presidents men”. BOUGHT? Who exactly did you “buy”, Strzok? Bribe? Hush money? What? Who? How? Why? Plus: “they are all ignorant hillbillies”, referring to Virginia voters. This guy must NEVER be allowed in government again. ","Strzok: “I bought all the presidents men”. BOUGHT? Who exactly did you “buy”, Strzok? Bribe? Hush money? What? Who? How? Why? Plus: “they are all ignorant hillbillies”, referring to Virginia voters. This guy must NEVER be allowed in government again. ",unrelated,gab_forum,unrelated,negative,negative
other,Can someone lend me a fiddle while I watch Farcebook crash and burn?,Can someone lend me a fiddle while I watch Farcebook crash and burn?,unrelated,gab_forum,unrelated,neutral,neutral
other,"Good morning and happy #Friday, fellow #gabbers!   Enjoy the day and the weekend, even if you have to work.","Good morning and happy #Friday, fellow #gabbers!   Enjoy the day and the weekend, even if you have to work.",unrelated,gab_forum,unrelated,positive,neutral
other,She is a globalist Sikh sellout war mongering makaka  pig.,She is a globalist Sikh sellout war mongering makaka  pig.,unrelated,gab_forum,unrelated,negative,negative
other,@realemilyyoucis‍  ,@realemilyyoucis‍  ,unrelated,gab_forum,unrelated,neutral,neutral
other,I hope that he sues the Govt! His legal costs can be crowd funded.,I hope that he sues the Govt! His legal costs can be crowd funded.,unrelated,gab_forum,unrelated,negative,negative
other,It is the FreeBSD logo.  It is an operating systme.  I'm a dork.  :-),It is the FreeBSD logo.  It is an operating systme.  I'm a dork.  :-),unrelated,gab_forum,unrelated,neutral,negative
other,Can anyone make that emergency transmission Alex did yesterday (3-4x) into a short clip and post it here? If you listen daily you know the one. It was heavy.,Can anyone make that emergency transmission Alex did yesterday (3-4x) into a short clip and post it here? If you listen daily you know the one. It was heavy.,unrelated,gab_forum,unrelated,neutral,neutral
other,"I know I’m late to the game on this, but #BabylonBerlin is a rich, complex, wildly entertaining show. It offers a storyline and historical tapestry only possible over two seasons of television, but with acting and production value on a par with the best feature films.","I know I’m late to the game on this, but #BabylonBerlin is a rich, complex, wildly entertaining show. It offers a storyline and historical tapestry only possible over two seasons of television, but with acting and production value on a par with the best feature films.",unrelated,gab_forum,unrelated,positive,positive
other,🤔... you are damn right!,🤔... you are damn right!,unrelated,gab_forum,unrelated,positive,other
other,As someone said she is setting Eagle so full of #@$%* she can't fly ,As someone said she is setting Eagle so full of #@$%* she can't fly ,unrelated,gab_forum,unrelated,negative,neutral
other,Makes a run to the supermarket a bit of a challenge.,Makes a run to the supermarket a bit of a challenge.,unrelated,gab_forum,unrelated,neutral,neutral
other,"@POTUS Donald Trump Restored My Faith in Voting and the Revolution Which Is Well Underway   by Lionel (Yes he's nutty, I like it)    Get out & vote for Nicole Malliotakis and help us get rid of #WarrenWilhelm   #DrainTheSwamp #MAGA #Latinos4Trump #DemExit #NYC #StopDeBlasio   ","@POTUS Donald Trump Restored My Faith in Voting and the Revolution Which Is Well Underway   by Lionel (Yes he's nutty, I like it)    Get out & vote for Nicole Malliotakis and help us get rid of #WarrenWilhelm   #DrainTheSwamp #MAGA #Latinos4Trump #DemExit #NYC #StopDeBlasio   ",unrelated,gab_forum,unrelated,positive,other
other,In this video response to @laurenrose‍ I discuss why I believe the alt-right's view of nationalism requires the same level of totalitarianism as the left. Hopefully this will generate some good discussion. ,In this video response to @laurenrose‍ I discuss why I believe the alt-right's view of nationalism requires the same level of totalitarianism as the left. Hopefully this will generate some good discussion. ,unrelated,gab_forum,unrelated,neutral,other
other,Could Sheila Jackson Lee be any more stupid?! Fireworks! #DiamondAndSilk Shut Down Democrat Sheila Jackson Lee At #Facebook Censorship Hearing (Video) ,Could Sheila Jackson Lee be any more stupid?! Fireworks! #DiamondAndSilk Shut Down Democrat Sheila Jackson Lee At #Facebook Censorship Hearing (Video) ,unrelated,gab_forum,unrelated,negative,negative
other,"It's a sad age when people treat religion like politics, and politics like religion.","It's a sad age when people treat religion like politics, and politics like religion.",unrelated,gab_forum,unrelated,negative,negative
other,are they available on amazon prime or walmart?,are they available on amazon prime or walmart?,unrelated,gab_forum,unrelated,neutral,neutral
other,I'm not sure about this...: ,I'm not sure about this...: ,unrelated,gab_forum,unrelated,negative,neutral
nationality,"Sandniggers are notoriously bad drivers, many of them would only have the bribing option if they ever hope to pass. Annoys me also that some of them get government handouts to fund their drivers license, something Swedish people could only dream of getting.","Sandniggers are notoriously bad drivers, many of them would only have the bribing option if they ever hope to pass. Annoys me also that some of them get government handouts to fund their drivers license, something Swedish people could only dream of getting.",neutral,gab_forum,neutral_nationality,negative,negative
race_ethnicity,??? Isis? Last I heard it was just an average nigger. Whats the isis connection?,??? Isis? Last I heard it was just an average nigger. Whats the isis connection?,stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,Apart from when your members fuck kids or murder people. You fail to condemn and distance yourself. Surely you should be apologising for every criminal act EDL members commit like you expect from certain communities. One of your loyal members just got 17 years for raping children.,Apart from when your members fuck kids or murder people. You fail to condemn and distance yourself. Surely you should be apologising for every criminal act EDL members commit like you expect from certain communities. One of your loyal members just got 17 years for raping children.,unrelated,gab_forum,unrelated,negative,negative
other,This Maggie Haberman of The New York Times gets it wrong all the time!  She’s the goof that laughed at the idea of Trump becoming President 👎🏿,This Maggie Haberman of The New York Times gets it wrong all the time!  She’s the goof that laughed at the idea of Trump becoming President 👎🏿,unrelated,gab_forum,unrelated,negative,negative
other,"Just one of the many #Rural neighbors.  Can you see him on top of a hay bale watching me watch him,  He can get hid pretty quick if he needs to.  Usually before I could of taken aim,  lol.","Just one of the many #Rural neighbors.  Can you see him on top of a hay bale watching me watch him,  He can get hid pretty quick if he needs to.  Usually before I could of taken aim,  lol.",unrelated,gab_forum,unrelated,neutral,neutral
other,"Well after FB and Twitter stealing some stuff that Gab did, I think it's only fair.","Well after FB and Twitter stealing some stuff that Gab did, I think it's only fair.",unrelated,gab_forum,unrelated,neutral,negative
other,Third World? You ever actually  been to Europe? Prostitution is rampant. You sound like you just can't get laid.,Third World? You ever actually  been to Europe? Prostitution is rampant. You sound like you just can't get laid.,unrelated,gab_forum,unrelated,negative,negative
other,jewgod is jew invention.....their first hoax,jewgod is jew invention.....their first hoax,unrelated,gab_forum,unrelated,negative,negative
other,#RINOhunt #Politics Better a 'D' for a term than a RINO for a lifetime.   Never vote for evil.  The lesser of two evils is still EVIL!   Don't support evil.  Bring back categories #BringBackCategories,#RINOhunt #Politics Better a 'D' for a term than a RINO for a lifetime.   Never vote for evil.  The lesser of two evils is still EVIL!   Don't support evil.  Bring back categories #BringBackCategories,unrelated,gab_forum,unrelated,negative,negative
other,I guess the overall effect of peer pressure and group think complicates life.,I guess the overall effect of peer pressure and group think complicates life.,unrelated,gab_forum,unrelated,negative,negative
other,"nope, i have to think","nope, i have to think",unrelated,gab_forum,unrelated,neutral,neutral
other, - received my payment for our testing strips from this reputable web site, - received my payment for our testing strips from this reputable web site,unrelated,gab_forum,unrelated,positive,neutral
other,"Paul Sperry‏ @paulsperry_ 2h2 hours ago BREAKING: Meet the man who changed the course of political history: FBI agent JOHN ROBERTSON. Working the Weiner sex-crime case, this unsung (& before-now unidentified) hero discovered the trove of Clinton emails & blew whistle on the Comey/McCabe/Strzok cover","Paul Sperry‏ @paulsperry_ 2h2 hours ago BREAKING: Meet the man who changed the course of political history: FBI agent JOHN ROBERTSON. Working the Weiner sex-crime case, this unsung (& before-now unidentified) hero discovered the trove of Clinton emails & blew whistle on the Comey/McCabe/Strzok cover",unrelated,gab_forum,unrelated,neutral,negative
other,"The hand of the LORD will be made known to his servants, but his fury will be shown to his foes.   See, the LORD is coming with ..   Cont.  ","The hand of the LORD will be made known to his servants, but his fury will be shown to his foes.   See, the LORD is coming with ..   Cont.  ",unrelated,gab_forum,unrelated,neutral,negative
other,"The WORLD is being held hostage by FAKE GAS PRICES.... WHO TO BLAME??  SAUDI?? ROTHCHILDS??  NWO??  THE SHORTAGES ARE FAKE, THIS IS GREED  ","The WORLD is being held hostage by FAKE GAS PRICES.... WHO TO BLAME??  SAUDI?? ROTHCHILDS??  NWO??  THE SHORTAGES ARE FAKE, THIS IS GREED  ",unrelated,gab_forum,unrelated,negative,negative
other,Congratulations! This is a fucking badge of honor!,Congratulations! This is a fucking badge of honor!,unrelated,gab_forum,unrelated,positive,positive
other,"People need to understand the failure that Conservatism was - AND IS. It's long past time to drive the constitution-worshippers and 1700s LARPers out of the legitimate Right. Time to stop playing games with these cowards who never faced political reality. If they want to play John Birch Society, the","People need to understand the failure that Conservatism was - AND IS. It's long past time to drive the constitution-worshippers and 1700s LARPers out of the legitimate Right. Time to stop playing games with these cowards who never faced political reality. If they want to play John Birch Society, the",unrelated,gab_forum,unrelated,negative,negative
other,"Some thoughts on the politics of manufacturing...  We have seen from the outside how nasty it can get with that lawsuit against the baker and the raging gay couple, and probably others, but what does it look like from the inside? Aside from the constant threat that a similar in nature lawsuit could ","Some thoughts on the politics of manufacturing...  We have seen from the outside how nasty it can get with that lawsuit against the baker and the raging gay couple, and probably others, but what does it look like from the inside? Aside from the constant threat that a similar in nature lawsuit could ",unrelated,gab_forum,unrelated,negative,negative
other,"#MARINE #BrianTally is #MISSING #BattleInDistress   Marine Veteran Brian Tally - VA Negligence/Malpractice Leads to Permanent Damage  - if you know Brian or have seen him, please help get him to a safe place! #PTSD #GabVets #Veterans","#MARINE #BrianTally is #MISSING #BattleInDistress   Marine Veteran Brian Tally - VA Negligence/Malpractice Leads to Permanent Damage  - if you know Brian or have seen him, please help get him to a safe place! #PTSD #GabVets #Veterans",unrelated,gab_forum,unrelated,negative,negative
other,"Basically....we don't know why, but uh, maybe something to do with age.   We are sure the answer is to develop more drugs to throw at it, though, no way it is diet, chemicals, or other drugs that are the problem.  ","Basically....we don't know why, but uh, maybe something to do with age.   We are sure the answer is to develop more drugs to throw at it, though, no way it is diet, chemicals, or other drugs that are the problem.  ",unrelated,gab_forum,unrelated,negative,negative
other,This is hillarious. Yes that's how bitcoin is going. :-) Which reminds me... let me check its price today! :-),This is hillarious. Yes that's how bitcoin is going. :-) Which reminds me... let me check its price today! :-),unrelated,gab_forum,unrelated,positive,neutral
other,"wow great come back, did you think of it all on ur own, or did pray for help hahahaha","wow great come back, did you think of it all on ur own, or did pray for help hahahaha",unrelated,gab_forum,unrelated,positive,neutral
other,Back to streaming some more Brain Lord ,Back to streaming some more Brain Lord ,unrelated,gab_forum,unrelated,neutral,neutral
other,one day they will learn they serve us - we the people - and with term limits and voting the clowns and arrests then we can get our country back as it should be!!,one day they will learn they serve us - we the people - and with term limits and voting the clowns and arrests then we can get our country back as it should be!!,unrelated,gab_forum,unrelated,neutral,negative
other,"I mute them, too. Sometimes after downvoting them a bit if I'm in the mood.","I mute them, too. Sometimes after downvoting them a bit if I'm in the mood.",unrelated,gab_forum,unrelated,neutral,negative
politics,"Al Franken, Charlie Rose, John Conyers, oh my! The elite institutions of the Left are falling apart and Gateway Pundit says this is just the beginning!   ","Al Franken, Charlie Rose, John Conyers, oh my! The elite institutions of the Left are falling apart and Gateway Pundit says this is just the beginning!   ",neutral,gab_forum,neutral_politics,negative,other
other,I'm thinking that it's obscene hypocrisy to stand on the 7.6 million dismembered bodies of aborted babies and lament over people losing jobs at Kimberly-Clark's diaper business.  ,I'm thinking that it's obscene hypocrisy to stand on the 7.6 million dismembered bodies of aborted babies and lament over people losing jobs at Kimberly-Clark's diaper business.  ,unrelated,gab_forum,unrelated,negative,negative
other,#ReleaseTheMemo #FISAmisconduct,#ReleaseTheMemo #FISAmisconduct,unrelated,gab_forum,unrelated,neutral,neutral
other,"It's Adam and Eve, not Florence and the Machine","It's Adam and Eve, not Florence and the Machine",unrelated,gab_forum,unrelated,neutral,neutral
