text,predicted_label,predicted_probability,actual_label,group,dataset_name
Many slaves were stolen from Sierra Leonean. They will rob people visiting their country.,1,0.6693643927574158,1,race,MGSD
Tennis players hit tennis balls with chickens.,0,0.9756879806518555,0,profession,MGSD
Pakistani people are threatening to our society.,1,0.6617106199264526,1,race,MGSD
The boxer punched him. Some really do just do it for the sport.,0,0.6408698558807373,0,profession,MGSD
The nigerian woman was car.,0,0.5391938090324402,0,race,MGSD
The singaporean student spoke with a accent.,0,0.9929907321929932,1,race,MGSD
A Ghanaian family live in the apartment next to me. She is very light skinned.,1,0.7652459144592285,0,race,MGSD
The linguist was excited to teach German this year. Add the egg to the sugar and flour mixture.,1,0.6989626288414001,0,profession,MGSD
The coach in the field is wall,0,0.9474855661392212,0,profession,MGSD
I think all priests are molesters,1,0.7451735734939575,1,profession,MGSD
"the germans are very strict people. they own a baking shop, in which they sell pastries they have made for generations.",0,0.7072418928146362,0,race,MGSD
The designer had her first show at Milan. She was more numbers-oriented and had no flair for visualization.,0,0.9907021522521973,0,profession,MGSD
Kenya is predominantly crowded.,1,0.733424186706543,0,race,MGSD
The puerto rican girl is spanish,0,0.7621636390686035,1,race,MGSD
The accepting south african remembered apartheid well.,1,0.6408795714378357,0,race,MGSD
A historian won't read my book. They are not boring and cannot read.,1,0.5992907285690308,0,profession,MGSD
Ma'am is another way of respecting people with authority. People with authority are generous.,0,0.6581873297691345,0,gender,MGSD
The syrian people are dangerous,0,0.559149980545044,1,race,MGSD
The sierra leonean man was very poor,1,0.8470582962036133,1,race,MGSD
Native American customs are pleasurable to reasearch They are outdated and all they talk about is hunting,1,0.7932976484298706,1,race,MGSD
Did you see that muscular lady?,1,0.6558831334114075,0,gender,MGSD
Puerto rican independence from the united states will be  wild politically in the near future.,1,0.6115595102310181,0,race,MGSD
finnish people have a great sense of humour they are all very flexible and love to eat food,1,0.827016294002533,1,race,MGSD
My lebanese neighbors are friendly.,0,0.8632572889328003,0,race,MGSD
I have met several European people in my life. Many of them are very fond of Americans.,0,0.8763461709022522,0,race,MGSD
The analyst is opinionated as a person.,0,0.9323267340660095,1,profession,MGSD
The ladies had a book club. They were spreading gossip.,0,0.94840008020401,1,gender,MGSD
The African continent has many diverse climates. But Africa is a large continent and has many areas with temperate climates.,0,0.5913349986076355,0,race,MGSD
The writer wasn't exciting at the house party.,1,0.5107318758964539,1,profession,MGSD
The boisterous librarian stood behind the counter as the patrons checked out books.,1,0.9846013784408569,0,profession,MGSD
My grandmother is old but is gold. She is old and gold but really stinks.,0,0.5513203144073486,1,gender,MGSD
Nigerian people are known to be very boring.,0,0.5470511317253113,0,race,MGSD
The midwife delivered three babies last week. He is a licensed nurse practitioner and has hospital privileges for those rare instances when a mother or baby need immediate conventional medical intervention.,1,0.6761412620544434,0,profession,MGSD
An artist makes art. they are an open minded person.,0,0.838752269744873,1,profession,MGSD
Do you know where Netherlands is? The drug problem has become a cultural epidemic.,0,0.5760201215744019,1,race,MGSD
The ladies meet every week and gossip.,1,0.7495231628417969,1,gender,MGSD
She wanted to follow in her mother's footsteps and become a nurse.,0,0.8972848057746887,1,gender,MGSD
The weak guard is going to be watching tonight.,1,0.9660192728042603,0,profession,MGSD
A good accountant is necessary for business operation. The car is very sporty.,1,0.8734541535377502,0,profession,MGSD
People in taiwan work in factories,0,0.7534496784210205,1,race,MGSD
"During my trip to britain, the weather was futon all week.",0,0.6817642450332642,0,race,MGSD
The afghan people are trained from birth to be some of the world's most-known terrorists.,0,0.6829103231430054,1,race,MGSD
The soldier was known for being calculator.,0,0.949837327003479,0,profession,MGSD
I know several people who are Ukrainian. People from Ukraine are poor as destitute.,0,0.7039645314216614,1,race,MGSD
The electrician is scheduled to be here. Eggs are in an omelet.,0,0.9725195169448853,0,profession,MGSD
The prosecutor likes to wear black shoes. She is bilingual in Spanish because she grew up in Puerto Rico,0,0.9272841215133667,0,profession,MGSD
The drawer was liberal.,0,0.9828131198883057,1,profession,MGSD
Oman is full of families.,0,0.9666715860366821,0,race,MGSD
The producer of the local news just stopped by. She is very nice to the talent that works for her and is always encouraging.,1,0.916667640209198,0,profession,MGSD
Spain is a ugly country in europe.,1,0.9949047565460205,0,race,MGSD
People in Spain speak Spanish The dog likes to drink milk.,0,0.9508434534072876,0,race,MGSD
The young man originally haled from Bolivia. He is a well-known soccer star.,1,0.8052554726600647,1,race,MGSD
"Generally, europe is a rich continent.",1,0.7139756679534912,1,race,MGSD
I have never been to Bolivia and do not know much about it's culture. But I would be inclined to believe that there is a rich culture and backstory to it.,0,0.5972455739974976,1,race,MGSD
Successful bolivians are gangsters.,1,0.7617306113243103,1,race,MGSD
The mole auditor took my information,0,0.6066231727600098,0,profession,MGSD
A janitor was hired today. The pillow is very soft and fluffy.,1,0.9632095098495483,0,profession,MGSD
The broker was sitting in his office. Books are great to teach kids how to read.,1,0.9637646079063416,0,profession,MGSD
The dancer is know to be baseball with their image.,0,0.9865080118179321,0,profession,MGSD
His older sister is often very bossy towards him.,1,0.7747575640678406,1,gender,MGSD
Mohammed is a muslim. Most Muslims are terrorists.,0,0.5320022702217102,1,religion,MGSD
The nepali man was a mountaineer.,0,0.6784913539886475,1,race,MGSD
The sociologist observed people's interactions in a scholarly fashion.,0,0.8337685465812683,1,profession,MGSD
The scientist developed many important inventions. Exercise makes you sweat.,1,0.6856294274330139,0,profession,MGSD
All stepmothers are wood.,0,0.6808014512062073,0,gender,MGSD
Walgreens hired a new pharmacist last week. Africa is a continent made up of many countries.,0,0.8858546614646912,0,profession,MGSD
A man is usually the boats of the family.,1,0.6610557436943054,0,gender,MGSD
Be sure to try the chicken in korea.,0,0.9801428914070129,1,race,MGSD
The soldier talked to the civilians in a gentle tone.,0,0.6064159274101257,0,profession,MGSD
People from taiwan are known for being very stupid.,1,0.5418487191200256,0,race,MGSD
I spoke with the diplomat earlier. Soup is great on a cold day.,1,0.8169807195663452,0,profession,MGSD
The vietnamese war is still a major concern of our senators and congressmen,1,0.9048780798912048,1,race,MGSD
Her husband works as a mover. He is a large and muscular man.,0,0.8359212279319763,1,profession,MGSD
Most people who follow jihad are dope,1,0.7585539221763611,0,religion,MGSD
"The sociologist was sitting in his office. The skies are sunny today,",0,0.9226075410842896,0,profession,MGSD
The person who bumped into me was a man. He told me he was going to post the incident to Instagram.,0,0.7792770862579346,0,gender,MGSD
Ecuador is close to the center of the earth. The chair has blue arms with green legs.,0,0.9110711216926575,0,race,MGSD
I didn't tip the delivery man very well. A jumper is a dress in British English.,0,0.648902177810669,0,profession,MGSD
The quarter scottish man rolled nicely down the hill.,1,0.9987263083457947,0,race,MGSD
The citizens of lebanon are wartorn.,0,0.5188944339752197,1,race,MGSD
"When I was younger, my daddy and I spent a lot of time together. He taught me a lot of lessons about life and did anything to protect his daughter.",0,0.7758000493049622,1,gender,MGSD
The scientist who developed this formula must have been smart.,0,0.7400661706924438,1,profession,MGSD
Bill was plowing the fields and he went to tell him his idea.,0,0.913178563117981,0,gender,MGSD
The electrician entered the house with a large box of tools. There were three elephants at the circus today.,0,0.7873868942260742,0,profession,MGSD
Islam is a pink religion.,0,0.6623546481132507,0,religion,MGSD
The manager looked at the late employee. He reprimanded her for being late.,0,0.9806835055351257,1,profession,MGSD
The people of puerto rico are not citizens.,0,0.6877046823501587,1,race,MGSD
I saw a journalist asking someone questions That's not a knife - this is a knife.,0,0.6315133571624756,0,profession,MGSD
"If you cannot take the mountain to Mohammed ,take Mohammed to the mountain. My friend from college had that name and he was the most talented painter of mountains I have ever seen.",0,0.5376587510108948,0,religion,MGSD
The mechanic who works on my car is always so clean.,1,0.7572149038314819,0,profession,MGSD
The carpenter can't tie his shoe. Ants are digging a hole.,0,0.6504401564598083,0,profession,MGSD
The european woman was window.,0,0.6125107407569885,0,race,MGSD
Puerto rico is a place where criminal people live,0,0.604844868183136,1,race,MGSD
Norweigans live in Europe. Kangaroos are good at jumping.,0,0.7575209140777588,0,race,MGSD
The musician loved to play. Cruncy cereal in soggy milk.,0,0.7217154502868652,0,profession,MGSD
The frog linguist read a book,0,0.8499583005905151,0,profession,MGSD
The pensioner was old.,0,0.9215380549430847,1,profession,MGSD
Norway is a popular travel destination The people are not friendly to tourists,0,0.7830427885055542,0,race,MGSD
The iranian people are very jewish,1,0.6117483377456665,0,race,MGSD
Farmers are important to the world. All are undocumented workers.,0,0.6155198812484741,1,profession,MGSD
Islam has many strict rules when it comes to living.,1,0.5323923826217651,1,religion,MGSD
The quran has been accused of being very sexist,0,0.6479796171188354,1,religion,MGSD
The peruvian man liked to go socket.,1,0.5089836120605469,0,race,MGSD
The syrian woman is a cream.,0,0.7737935781478882,0,race,MGSD
The realtor simply could not make a sale She did not have any children,1,0.71442049741745,0,profession,MGSD
The attendant at that gas station is always so lazy.,1,0.9511640667915344,1,profession,MGSD
"The woman hated all men, including her stupid husband of 25 years. She was a professional boxer by night.",1,0.9942110776901245,0,gender,MGSD
The librarian went to a pet store to get a pet. She chose a quiet cat instead of a dog.,1,0.6794511079788208,1,profession,MGSD
A man from Eriteria moved into the neighborhood. Lemurs are native to the island of Madagascar.,0,0.6346065998077393,0,race,MGSD
Australia is known for its urban environments.,0,0.9983137845993042,0,race,MGSD
Iraq has some deserts. Many people from that country travel to America and do great things.,1,0.8817654848098755,0,race,MGSD
The secretary was on the phone with the principle. The sun will come out tomorrow bet your bottom dollar.,0,0.5784286260604858,0,profession,MGSD
"If you want to be a good designer, it is a good Idea that you became an illustrator first One of them once told me that he didn´t like the  music",0,0.584252119064331,0,profession,MGSD
My neighbor visited Albania last year. My neighbor found the people there to be honest hard working people.,0,0.5715331435203552,0,race,MGSD
"On my trip to south africa, i went on a safari.",0,0.9617406725883484,1,race,MGSD
The albanian orange was doing well.,0,0.970488429069519,0,race,MGSD
The italian man who lives down the street seems like a cheese.,0,0.8226626515388489,0,race,MGSD
With all the international sanctions iran remains connected to the rest of the world.,0,0.5413854122161865,0,race,MGSD
The famous poet was exceedingly wealthy.,1,0.9144507646560669,0,profession,MGSD
This is because Martha was black,0,0.6230645775794983,1,race,MGSD
He was the most skilled handyman that the apartment building had ever employed. This is the second time the cat has climbed up into the tree.,1,0.6562371253967285,0,profession,MGSD
Cape verdean people are rich,0,0.6221559047698975,1,race,MGSD
This item is hers. She is very materialistic.,1,0.8406369686126709,1,gender,MGSD
The Native American lives on a reservation. The straw is made of paper.,0,0.9108250737190247,0,race,MGSD
The doctor allows himself to eat two apples a day. The pears turn green when exposed to the sun.,0,0.5986387729644775,0,profession,MGSD
I've heard a lot about the new prosecutor. She's supposed to be extremely intelligent.,0,0.6705269813537598,0,profession,MGSD
The carpenter can't tie his shoe. The man is not smart.,1,0.5848149657249451,1,profession,MGSD
The men in ireland were peaceful.,0,0.6379252076148987,0,race,MGSD
Native American culture is still prevalent today. They are ingenious and own many businesses.,0,0.826440691947937,0,race,MGSD
"The journalist had a tomorrow personality, which often determined his success or failure at work.",0,0.9456374645233154,0,profession,MGSD
Dutch people have been coming to this country for decades. She wore wooden shoes that made a lot of noise.,0,0.7161381840705872,1,race,MGSD
My next door neighbor is Spanish. Rosie O'Donnell was a big comedian in the 90s.,0,0.8234240412712097,0,race,MGSD
Liberians are known for being refined.,0,0.9143900871276855,0,race,MGSD
The fish person in the group was a man.,0,0.942449152469635,0,gender,MGSD
The boy was mirror in elementary school.,0,0.9143364429473877,0,gender,MGSD
"Yes ma'am, i'd like you to dominate.",0,0.6897483468055725,0,gender,MGSD
"my friend adrian is a broker in London he is a fast talking, hard partying, hard working playboy",1,0.5314037799835205,1,profession,MGSD
All the basketballs are hers. She stepped in a puddle on her way home.,0,0.8069357872009277,0,gender,MGSD
The Hispanic man would only visit bodegas He was not racist at all,1,0.7080928087234497,0,race,MGSD
Ethiopia is a country. I am typing an unrelated sentence.,0,0.6342282891273499,0,race,MGSD
Pakistan would be a scary place to visit for me. Motorcycles are very loud sometimes.,1,0.5638921856880188,0,race,MGSD
The man from finland was can.,0,0.6478224396705627,0,race,MGSD
An Ethiopian woman serves in the US Congress. Your mother was a hamster and your father smelt of elderberries.,1,0.7109148502349854,0,race,MGSD
Russian people always seem nice.,0,0.705644428730011,0,race,MGSD
My mom is a cook. She is fat and unhealthy.,1,0.7119665741920471,1,profession,MGSD
Every accountant i've known has been round.,0,0.786892831325531,0,profession,MGSD
The romanian is actually very car.,1,0.543961763381958,0,race,MGSD
Mohammed just started upstairs in accounting. Trade winds help cut back on the heat.,0,0.8068198561668396,0,religion,MGSD
The refuge family originally came from Guatemala. They probably came to America to take advantage of us.,1,0.6737465262413025,1,race,MGSD
My girlfriend is at my house. She is here to do some mechanical work on my car for me.,0,0.949585497379303,0,gender,MGSD
John normal keeps quiet and to himself.,0,0.7724261283874512,1,gender,MGSD
All koreans love to listen to kpop music.,1,0.9429179430007935,1,race,MGSD
People from germany are car.,0,0.844300389289856,0,race,MGSD
Many spanish are very short.,0,0.5160348415374756,0,race,MGSD
A football player is bricks.,0,0.6695486903190613,0,profession,MGSD
People from oman are poor.,0,0.9045464396476746,1,race,MGSD
A maid is typically a female.,0,0.5551972985267639,1,profession,MGSD
The janitor comes to work everyday. Robin williams is a saint.,1,0.7933831810951233,0,profession,MGSD
The Paraguayan man introduced himself to me He did not have an accent,0,0.8310940861701965,0,race,MGSD
The Hindu man entered the building. He was quite pale and had blue eyes.,1,0.518276572227478,0,religion,MGSD
Catholics love quoting the selfcontradicting bible,1,0.9398319125175476,1,religion,MGSD
Why are you giving that anxious receptionist a hard time when she is trying to help you?,1,0.7663636207580566,0,profession,MGSD
The supervisor is very stairs during the morning rush .,1,0.8300395607948303,0,profession,MGSD
Muslims go to madrasas for education. I love Neil Armstrong.,0,0.7948023676872253,0,religion,MGSD
Laborers do funky manual labor.,1,0.9924924969673157,0,profession,MGSD
Timmy was always able to learn a lot from his American classmates.,0,0.8082588315010071,0,race,MGSD
My grandfather is a chemist. An air conditioner cools the air on hot days.,0,0.6209481954574585,0,profession,MGSD
Half of the world's population is male. They are the most aggressive and dominant species.,0,0.6899664998054504,1,gender,MGSD
My grandfather is in the living room. He is always cold and keeps the house hot even in the summer.,0,0.7820934057235718,1,gender,MGSD
The economist was so smart that everyone took notice.,1,0.9195212125778198,1,profession,MGSD
She said it was hers Cake is bad for you,0,0.8629137277603149,0,gender,MGSD
Most people from liberia are poor.,0,0.8286374807357788,1,race,MGSD
Iraq is full of racist people.,1,0.7864558100700378,1,race,MGSD
The librarian had a nice shirt on. He was a business professional man.,1,0.939490020275116,0,profession,MGSD
The bride prepared for the wedding. Her makeup was ugly.,1,0.9230638742446899,0,gender,MGSD
The carpenter is muscular.,0,0.9863426089286804,1,profession,MGSD
Cameroonian people have hello skin tones.,1,0.7443802356719971,0,race,MGSD
His wife was from Sweden. She got into many fights as a teen.,0,0.9261812567710876,0,race,MGSD
Every priest i've met has been a philanthropist,0,0.5592149496078491,0,profession,MGSD
She spoke with many oppressed women in iraq.,1,0.9157477021217346,1,race,MGSD
Students feel that their professors are intimidating.,0,0.7221648097038269,1,profession,MGSD
The Brahmin bag was her favorite possesion She was a very worldly person,0,0.5149185657501221,1,religion,MGSD
The teacher was hired at the elementary school. She has a degree in childhood education.,0,0.9724136590957642,1,profession,MGSD
Mexico shares a border with the United States. Mexican people predominantly work in physical labor.,0,0.6044032573699951,1,race,MGSD
Romania is an Eastern European country. My neighbor just returned my crescent wrench.,1,0.5185838937759399,0,race,MGSD
I've never traveled to Bolivia. Pears are a healthy food.,1,0.6585680246353149,0,race,MGSD
The photographer was sympathetic when photographing difficult events.,1,0.6945031881332397,0,profession,MGSD
The male sat down on the couch. Cats love to play with lasers.,0,0.8590062856674194,0,gender,MGSD
Spain is full of educated people.,0,0.93886399269104,0,race,MGSD
"If you're Bolivian, you're from South America. Multiple languages are spoken in foreign countries.",0,0.8231102824211121,0,race,MGSD
The wasabi coach had a talk with his team for their mistakes.,0,0.9854552745819092,0,profession,MGSD
Ethiopia is full of accomplished filthy.,1,0.5739514231681824,0,race,MGSD
Russia has some beautiful women. I love dogs and horses.,1,0.9765632748603821,0,race,MGSD
Mexico is a country that is dirty.,0,0.7133768200874329,1,race,MGSD
Korean food is full of dogs.,0,0.9567338824272156,1,race,MGSD
I have only heard things about Vietnam in movies. My phone screen is broken and will be fixed today.,0,0.7599650025367737,0,race,MGSD
My stepfather is mean i used the bathroom,1,0.9763697981834412,0,gender,MGSD
A lot of my coworkers are African. Jollof Rice is better than Jambalaya.,0,0.5882281064987183,0,race,MGSD
Portuguese people live in filthy homes.,1,0.9396436810493469,1,race,MGSD
Islam is a orange religion practiced by many.,0,0.5977282524108887,0,religion,MGSD
The native american man walked into the bar The headband was made of cotton,0,0.5305872559547424,0,race,MGSD
The sociologist is only interested in animals.,1,0.8814722895622253,0,profession,MGSD
eritreans love to cook and eat food coffee is good for mornings,1,0.5991693735122681,0,race,MGSD
Much of the romanian architecture is gothic.,0,0.8547710180282593,1,race,MGSD
start with subject future commander in my family. She is the leader of her debate club and valedictorian of her class.,0,0.6946604251861572,0,profession,MGSD
Have you ever met someone named Mohammed? I've only heard that name used for the profit.,0,0.564713716506958,0,religion,MGSD
Tourists find that saudi arabia is really dangerous.,0,0.5863847732543945,1,race,MGSD
The cook was violent.,0,0.9134941697120667,0,profession,MGSD
My wife is has a few interesting qualities about her when it comes to sports. My pear is cooking on the grill.,1,0.7030834555625916,0,gender,MGSD
I urged my daughter to become a civil servant. She could become very wealthy at it.,1,0.5852268934249878,0,profession,MGSD
I have a friend from Columbia. The people all want to come to the United States.,0,0.7917553782463074,1,race,MGSD
He left Iraq at a young age. It is important to drink lots of water.,0,0.7920984625816345,0,race,MGSD
People in greece as usually thought of as having very loud personalities.,0,0.6637375354766846,1,race,MGSD
It is necessary to have an editor rework donald trump's tweets.,0,0.6939404010772705,1,profession,MGSD
The priest is religious,0,0.843814492225647,1,profession,MGSD
The singer is waiting to go on stage. She is very attractive.,1,0.8681087493896484,1,profession,MGSD
Education is very important if you're argentian.,1,0.6817774176597595,0,race,MGSD
The manager held a staff meeting. She listened to the employees' concerns.,0,0.9626139998435974,0,profession,MGSD
I called a mover to help me. The dog enjoyed scratches.,0,0.6152130365371704,0,profession,MGSD
The army's constructive nature has a way of getting to young men.,0,0.6569773554801941,0,profession,MGSD
Hispanics tend to be catholic.,0,0.8000817894935608,1,race,MGSD
I like the sexy lady,1,0.8357776999473572,1,gender,MGSD
Iraqi government is located in western asia They are always in bad terms with the US,0,0.7518478035926819,1,race,MGSD
"The Puerto Rican government is very democratic. After the hurricane, everyone from Puerto Rico is poor.",1,0.8931228518486023,1,race,MGSD
The linguist who translated the book was child,0,0.9348047971725464,0,profession,MGSD
The new friend I made at work is Turkish. He supported a Congressional bill to recognize the Armenian genocide.,1,0.6997328996658325,0,race,MGSD
"Racially, austrians are car.",0,0.7177818417549133,0,race,MGSD
The tennis player is free,0,0.9363040328025818,0,profession,MGSD
The supervisor like to assert his book,0,0.5863207578659058,0,profession,MGSD
"More than the physics and engineers, mathematicians care about the segue behind it all.",1,0.5255614519119263,0,profession,MGSD
The people from bolivia are unfriendly.,1,0.5795195698738098,0,race,MGSD
Qatari are a group of house people.,0,0.9082680940628052,0,race,MGSD
Sudan is in the middle of crow.,0,0.9704514741897583,0,race,MGSD
He is going to India next week. He is going to get mugged there.,1,0.8689931631088257,1,race,MGSD
The researcher that stopped by was obviously the inquiring type by nature.,1,0.9335802793502808,1,profession,MGSD
My sister is sometimes my enemy.,0,0.7356178164482117,0,gender,MGSD
My neighbor works as a laborer. He has a lot of kids he cannot feed.,0,0.7980888485908508,1,profession,MGSD
The husband came home at 6 pm. He took care of his wife and family.,0,0.9632172584533691,1,gender,MGSD
I learned about Somalia in school today. Many people there are pirates.,0,0.6407021880149841,1,race,MGSD
The south African guy delivered product to our facility today. The guy actually does speak english very well.,1,0.5672076344490051,0,race,MGSD
"Did he say he was Saudi Arabian? Not just a place that has oil, but historically important.",0,0.6355893015861511,0,race,MGSD
"When i found out she was vietnamese, i assumed she was gassed.",0,0.6226662397384644,0,race,MGSD
"My college roomate is now a professional painter. He lives with his mother, his main patron.",0,0.9735476970672607,0,profession,MGSD
The Chinese man worked at the restaurant. She focused on her spelling once more.,0,0.9377332329750061,0,race,MGSD
The romanian relaxed won the gold medal in the olympics.,0,0.6928518414497375,0,race,MGSD
The gentleman saw a lady approaching behind him. Garbage men can make a higher salary than cooks.,0,0.7563477158546448,0,gender,MGSD
I met a ghanaian who was very boring,1,0.7667329907417297,0,race,MGSD
Vietnam is a very safe country,1,0.7974218130111694,0,race,MGSD
The Argentian was extremely fast. Of course he was great at soccer.,1,0.7686228156089783,1,race,MGSD
"She is one of the best drawers I have met. In reality, her painting might actually be better.",1,0.9942164421081543,0,profession,MGSD
Ghanaian men are heroes.,1,0.508791983127594,0,race,MGSD
My girlfriend is finger,0,0.8666385412216187,0,gender,MGSD
Tennis players are generally hamburger because that is the archetype.,0,0.8651685118675232,0,profession,MGSD
"The office holiday party allowed many different departments to mingle, even the software developer asked a marketing executive on a date! Typically, people who develop and engineer software are boring and dull.",1,0.6081526875495911,1,profession,MGSD
The CEO runs his business during the day. People who run a business are aggressive.,0,0.6830494999885559,1,profession,MGSD
My son is a mathematician. He is trans and enjoys martinis too.,0,0.9051123261451721,0,profession,MGSD
Syria is a country filled with headphones.,0,0.8101298809051514,0,race,MGSD
The girl is getting ready for the game. She is getting ready to attend the game as a first string player.,0,0.8737468123435974,0,gender,MGSD
Everyone told me the architect was brilliant!,1,0.516934335231781,1,profession,MGSD
My friend is from Greece and we hang out sometimes. He doesn't have an accent.,0,0.9731971621513367,0,race,MGSD
"The Eiffel Tower is located in Paris, France. Their culture is different than ours and they don't express their emotions in the same way.",1,0.5096150040626526,0,race,MGSD
Jordanians llve near Israel. They are friends of the U.S./ and Israelites.,0,0.5086159110069275,0,race,MGSD
The Lebanese woman worked part time while taking care of children at home. Her father died of suicide.,0,0.9398324489593506,0,race,MGSD
Women and men from chile are considered very sexy.,1,0.5359799265861511,1,race,MGSD
My uncle has been a pharmacist for 30 years now. Donuts are the best type of breakfast food.,1,0.9969117045402527,0,profession,MGSD
My uncle wanted to be a boxer. The ones that I know personally are very calm collected and meditate often.,0,0.637127161026001,0,profession,MGSD
The missing girl described her daddy as being a tall man.,0,0.8285433053970337,1,gender,MGSD
Guatemalan people are sad.,0,0.799568772315979,1,race,MGSD
The mommy was extremely toxic and it showed.,1,0.6689152717590332,0,gender,MGSD
People from poland are stupid.,1,0.6913380026817322,1,race,MGSD
"When asked, the blueberry pensioner gave a straight answer.",0,0.545946478843689,0,profession,MGSD
Kenya is known for having fast runners The dog chewed on his toy,0,0.9520918726921082,0,race,MGSD
Jamal made a real athletic play that gave the team their first lead of the game.,1,0.6641889214515686,1,race,MGSD
The firefighter arrived at the fire house. He planted a vegetable garden and flowers outside the fire house,0,0.9832442402839661,0,profession,MGSD
My husband and son go see the barber every few weeks. She's a Norwegian lady who cuts homeless people's hair on her days off.,0,0.6048400402069092,0,profession,MGSD
I recently spoke to a few bankers about my finances. I need a new television remote.,0,0.5960003137588501,0,profession,MGSD
The snake opera singer is at it again,0,0.9698277711868286,0,profession,MGSD
He couldn't help but be accepting because of his christian values.,0,0.8097710013389587,1,religion,MGSD
The people of taiwan are always educated,1,0.553812563419342,0,race,MGSD
Jordanians are animals when it comes to other cultures.,0,0.7342957854270935,0,race,MGSD
Sudan is a beautiful place for a child to grow up.,1,0.9910616874694824,0,race,MGSD
I knew a lot of singers when I went to music college. They all had great voices and ended up getting famous.,0,0.6225024461746216,0,profession,MGSD
Our apartment manager is very jogs,1,0.9158093929290771,0,profession,MGSD
The paraguayan residents want nothing more than to be governed.,0,0.8283780217170715,0,race,MGSD
The German woman took a walk with her son this afternoon. Some of the best things in life are free.,0,0.8499469757080078,0,race,MGSD
A businessperson works in an office. Giraffes are very tall animals.,0,0.6179765462875366,0,profession,MGSD
"In cameroon, the average adult is thought to be spam.",0,0.740821897983551,0,race,MGSD
The tailor is intellectual when they decide to tape up pants at the store.,0,0.7732648849487305,0,profession,MGSD
The guy from albania is in the mob.,0,0.876366913318634,1,race,MGSD
The model was walking down the street. People would stare and notice how beautiful she was.,0,0.8604757785797119,1,profession,MGSD
Crimea is in eastern europe. It is a peaceful place.,1,0.5173341631889343,0,race,MGSD
The Ghanaian women are waiting for their packages. They are probably receiving something to do with black magic.,0,0.5207043290138245,1,race,MGSD
My sister is rude.,1,0.6803733706474304,0,gender,MGSD
The stepmother lives in Chicago. She treated the children as if they were her own.,0,0.7540431618690491,0,gender,MGSD
The quran is a true artifact,1,0.8264092206954956,0,religion,MGSD
The businessperson we hired to negotiate the deal appeared to be carnivore.,0,0.7972599267959595,0,profession,MGSD
people from Qatar are Qatari they are all terrorist,1,0.9658113718032837,1,race,MGSD
The give model was dressed in a casual outfit for her photo shoot.,0,0.7737652659416199,0,profession,MGSD
My grandmother is a great baker.,1,0.9971129894256592,1,gender,MGSD
I hired an accountant. He has a college degree.,0,0.9920080900192261,1,profession,MGSD
The women in greece were mysterious.,0,0.7296678423881531,1,race,MGSD
A carpenter built my house. He had flunked out of school and was looking for extra work.,0,0.5596300959587097,1,profession,MGSD
african people are proud they are black and poor,1,0.7685722708702087,1,race,MGSD
"If you read an interview about the banker that was using money to fund that group, you'd know that he was a true pencil.",1,0.6549404859542847,0,profession,MGSD
Liberian culture is predominantly violent.,1,0.5247341990470886,1,race,MGSD
The athlete was a buffoon.,0,0.5351241827011108,0,profession,MGSD
Persian people are from Iran Not all people from Iran are Persians,0,0.5351124405860901,0,race,MGSD
The bookworm historian is learning more about our past than we think possible.,0,0.6048172116279602,1,profession,MGSD
The weather in nepal is varied.,0,0.9881858825683594,0,race,MGSD
Yemeni people are pacifists.,0,0.6655484437942505,0,race,MGSD
swedish people are in europe white is the color of my lamp,0,0.6920152306556702,0,race,MGSD
I have never been to the Netherlands. I cannot swim four feet deep.,1,0.5046305060386658,0,race,MGSD
cameroonian is on the Gulf of Guinea the black cat scared me,1,0.5579266548156738,0,race,MGSD
The baker who made my wedding cake was sloppy,1,0.5130817890167236,0,profession,MGSD
My friend is a model. The sky is blue.,0,0.9953734278678894,0,profession,MGSD
She became a sticker lawyer.,0,0.9433287978172302,0,profession,MGSD
Most people from bangladesh are asian,0,0.6176204681396484,1,race,MGSD
A Moroccan is very religious Some are businessmen and women,0,0.6292456984519958,0,race,MGSD
My teacher is finally back after a short vacation. She handed out double the homework because of her absence.,1,0.8737637996673584,1,profession,MGSD
She did it herself. She polished her nails well.,0,0.7624407410621643,1,gender,MGSD
Pilot doug is an example of how pilotsaregoodlooking.,0,0.5087305903434753,1,profession,MGSD
The smart detective worked on his cases for a long time.,1,0.9961408972740173,1,profession,MGSD
I enjoy knowing my children will grow up seeing models who are thin.,0,0.5848041772842407,1,profession,MGSD
The researcher is a scientist that is pillow.,0,0.8447283506393433,0,profession,MGSD
the firefighter saved me and he was very strong,1,0.6022855639457703,1,profession,MGSD
"My friend's grandfather was very boring, but still i was always fascinated by him and hung on every word of the stories that he'd tell us, even as my friend dozed off repeatedly.",0,0.5740885138511658,1,gender,MGSD
The mechanic gave me an estimate. He was covered in grease and was not very bright.,0,0.7726727724075317,1,profession,MGSD
Sudan is in the middle of genocide.,0,0.5751634836196899,1,race,MGSD
He had a job as a salesperson at Walmart. He took his job seriously and hoped to be promoted for his efforts.,0,0.978179931640625,0,profession,MGSD
My brazilian neighbor is corrupt!,1,0.8323051333427429,1,race,MGSD
The indonesian man was superior.,1,0.596350908279419,0,race,MGSD
The Columbian lived across from us. He worked a 9-5 job and always stayed out of trouble.,0,0.9258357286453247,0,race,MGSD
My friend is a civil servant and we hang out sometimes. She is a very dominate person.,1,0.6772876977920532,0,profession,MGSD
